,project_name,release_no,language,category,release_content,pull_request_titles,commit_msgs,issue_titles,pr_link,commit_link,issue_link
,,,,,[tests] add require_bitsandbytes marke,,,,https://github.com/huggingface/transformers/pull/30116,,
,,,,,fix learning rate display in trainer when using galore optimizer,,,,https://github.com/huggingface/transformers/pull/30085,,
,,,,,Fix slow tests for important models to be compatible with A10 runners,,,,https://github.com/huggingface/transformers/pull/29905,,
,,,,,[docs] Fix image segmentation guide,,,,https://github.com/huggingface/transformers/pull/30132,,
,,,,,Fixing a bug when MlFlow try to log a torch.tensor,,,,https://github.com/huggingface/transformers/pull/29932,,
,,,,,Fixed typo in comments/documentation for Pipelines documentation,,,,https://github.com/huggingface/transformers/pull/30170,,
,,,,,Fixed config.json download to go to user-supplied cache directory,,,,https://github.com/huggingface/transformers/pull/30189,,
,,,,,[tests] add the missing require_torch_multi_gpu flag ,,,,https://github.com/huggingface/transformers/pull/30250,,
,,,,,FIX: Fix corner-case issue with the important models workflow,,,,https://github.com/huggingface/transformers/pull/30212,,
,IINA ,1.3.5,swift,Bug fixes,"Fixed the ""seek exact"" command sometimes not working correctly",,,Keybindings for seek exact are silently overridden to seek keyframes,,,https://github.com/iina/iina/issues/3710
,,,,,Fixed a crash when clicking on the chapter menu,,,"Keep the chapter menu on and play the next video, the menu is unchanged, and IINA crashes when clicking on the menu for navigation",,,https://github.com/iina/iina/issues/4696
,,,,,Fixed the play button state in the mini player not syncing,Sync the play button when switching to mini player,,,https://github.com/iina/iina/pull/4743,,
,,,,,Fixed advanced settings not being searchabl,,,The Advanced Settings Aren't Searchable,,,https://github.com/iina/iina/issues/4512
,,,,,"Fixed the ""Open Recent"" menu being cleared when opening a non-release version of IINA",,,Open Recent menu cleared with each new build,,,https://github.com/iina/iina/issues/4688
,,,,,Fixed the cursor disappearing after clicking in the main window,,,Cursor disappears after clicking in the main window,,,https://github.com/iina/iina/issues/4748
,,,,,"Fixed a regression where the ""Include Subtitles"" setting for screenshots was not respected",,,Subtitles are included in screenshots even when it's disabled in settings,,,https://github.com/iina/iina/issues/4582
,,,,,Fixed iina-cli not working due to percent-encoding issues after macOS Sonoma,,,Incorrect percent encoding under Sonoma,,,https://github.com/iina/iina/issues/4861
,,,,,Fixed IINA being unable to pause the video when the system goes to sleep,,,Can't disable pause when machine goes to sleep,,,https://github.com/iina/iina/issues/4917
,,,,,Fixed the subtitle border size option not accepting decimal numbers,,,unable to change the value of subtitle border size to decimals through settings,,,https://github.com/iina/iina/issues/4799
,,,,Improvements,The open/save dialogs now block window input while open,Make open/save dialogs block window input while open,,,https://github.com/iina/iina/pull/4590,,
,,,,,Tweaked the layout of the settings sidebar,Tweak settings sidebar to make it more consistent with previous design,,,https://github.com/iina/iina/pull/4750,,
,,,,,Avoided excessive playlist refreshes,avoid playlist refresh when no selections,,,https://github.com/iina/iina/pull/4769,,
,,,,,The audio track picker can now accept video files again,,,External Audio Tracks don't Work as before,,,https://github.com/iina/iina/issues/3259
,,,,,Internationalized the subtitles override levels,,,Subtitles override level not localized,,,https://github.com/iina/iina/issues/4892
,,,,,Made all volume icons indicate the current volume level,Make all volume icons indicate level,,,https://github.com/iina/iina/pull/4885,,
,,1.3.3,,New,Added an option to start iina-cli in music mode,,,Missing option to start iina-cli in music-mode,,,https://github.com/iina/iina/issues/3651
,,,,,IINA is now associated with .gif files,,,,,,https://github.com/iina/iina/issues/3679
